Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Senegal,,,,,,,,,,,,,71.0,66.0,60.0,48.0,51.0,54.0,57.0,58.0,59.0,80.0,70.0,65.0,62.0,60.0,48.0,48.0,54.0,60.0,57.0,74.0,80.0,84.0,77.0,79.0,81.0,84.0,83.0,84.0,80.0,80.0,93.0,90.0,83.0,90.0,,
Serbia,,,,,,,,,,,,,,,,,,,82.0,85.0,81.0,86.0,90.0,92.0,88.0,84.0,89.0,90.0,92.0,87.0,89.0,96.0,88.0,95.0,92.0,95.0,95.0,93.0,87.0,92.0,86.0,86.0,82.0,86.0,92.0,87.0,,
Seychelles,,,,,,,,29.0,64.0,98.0,77.0,90.0,95.0,95.0,89.0,89.0,86.0,89.0,92.0,92.0,92.0,97.0,98.0,99.0,93.0,99.0,97.0,95.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,98.0,97.0,99.0,98.0,97.0,99.0,96.0,99.0,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,37.0,50.0,62.0,73.0,76.0,71.0,65.0,60.0,73.0,80.0,82.0,84.0,86.0,85.0,80.0,78.0,85.0,80.0,87.0,93.0,,
Singapore,,,,,,,47.0,57.0,78.0,88.0,85.0,75.0,85.0,94.0,87.0,81.0,84.0,92.0,89.0,87.0,95.0,97.0,97.0,98.0,96.0,97.0,96.0,95.0,94.0,93.0,95.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,
Slovakia,,,,,,,,,,,,,,,,,,,,,97.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,98.0,98.0,99.0,98.0,97.0,95.0,95.0,96.0,96.0,96.0,,
Slovenia,,,,,,,,,,,,,,,,,,,90.0,90.0,91.0,93.0,93.0,82.0,93.0,98.0,95.0,94.0,93.0,94.0,94.0,94.0,96.0,96.0,96.0,95.0,95.0,96.0,95.0,94.0,94.0,94.0,92.0,93.0,93.0,94.0,,
Solomon Islands,,,,,,,,,,,,,31.0,58.0,69.0,92.0,70.0,76.0,70.0,64.0,60.0,68.0,90.0,68.0,66.0,99.0,91.0,83.0,78.0,82.0,87.0,87.0,99.0,90.0,71.0,69.0,74.0,77.0,87.0,76.0,76.0,75.0,82.0,84.0,93.0,81.0,,
Somalia,,,,,,,9.0,3.0,4.0,6.0,16.0,35.0,25.0,28.0,33.0,30.0,30.0,30.0,32.0,33.0,35.0,34.0,33.0,25.0,32.0,38.0,24.0,20.0,45.0,40.0,40.0,35.0,35.0,35.0,34.0,43.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,
South Africa,,,,,,,,,,74.0,70.0,70.0,64.0,75.0,68.0,84.0,79.0,85.0,85.0,85.0,76.0,76.0,76.0,82.0,79.0,75.0,72.0,69.0,65.0,62.0,63.0,64.0,69.0,68.0,73.0,77.0,72.0,77.0,79.0,78.0,84.0,86.0,85.0,70.0,70.0,72.0,,
South Korea,,,,,,,4.0,5.0,5.0,33.0,61.0,89.0,89.0,82.0,70.0,95.0,93.0,93.0,93.0,92.0,92.0,93.0,89.0,85.0,85.0,90.0,95.0,96.0,97.0,96.0,99.0,99.0,99.0,92.0,92.0,93.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,97.0,98.0,98.0,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,60.0,58.0,55.0,53.0,51.0,50.0,49.0,49.0,,
South-East Asia,,,,,,,0.0,0.0,0.0,1.0,3.0,6.0,16.0,27.0,35.0,47.0,59.0,50.0,56.0,63.0,69.0,72.0,69.0,61.0,60.0,63.0,63.0,63.0,62.0,66.0,69.0,73.0,73.0,74.0,76.0,80.0,83.0,85.0,84.0,85.0,87.0,88.0,89.0,91.0,93.0,94.0,,
Spain,,,,,,,,8.0,27.0,40.0,68.0,79.0,83.0,85.0,84.0,97.0,99.0,85.0,83.0,90.0,90.0,90.0,90.0,93.0,93.0,95.0,94.0,96.0,97.0,98.0,97.0,97.0,97.0,97.0,98.0,98.0,95.0,97.0,97.0,95.0,96.0,96.0,97.0,98.0,97.0,98.0,,
Sri Lanka,,,,,,,,,,,3.0,20.0,45.0,60.0,68.0,76.0,80.0,79.0,82.0,86.0,84.0,87.0,89.0,94.0,94.0,95.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,98.0,98.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Sudan,,,,,,,,1.0,1.0,2.0,3.0,6.0,11.0,22.0,44.0,61.0,57.0,57.0,52.0,49.0,48.0,51.0,59.0,58.0,49.0,51.0,58.0,58.0,58.0,65.0,67.0,69.0,73.0,79.0,79.0,82.0,90.0,87.0,85.0,85.0,86.0,87.0,86.0,90.0,88.0,90.0,,
Suriname,,,,,,,,39.0,17.0,71.0,75.0,73.0,78.0,70.0,83.0,73.0,65.0,84.0,61.0,61.0,72.0,85.0,87.0,79.0,82.0,85.0,84.0,82.0,73.0,69.0,86.0,91.0,83.0,85.0,86.0,88.0,87.0,79.0,64.0,81.0,70.0,76.0,76.0,76.0,77.0,64.0,,
Sweden,,,,,,,88.0,92.0,91.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,96.0,96.0,94.0,89.0,91.0,94.0,95.0,95.0,96.0,96.0,97.0,96.0,96.0,97.0,97.0,97.0,98.0,97.0,97.0,98.0,97.0,97.0,97.0,97.0,,
Switzerland,,,,,,,,,,,,,70.0,70.0,70.0,90.0,90.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,87.0,87.0,87.0,92.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,,
Syria,,,,,,,13.0,14.0,22.0,19.0,23.0,27.0,64.0,37.0,52.0,86.0,87.0,84.0,84.0,86.0,86.0,85.0,85.0,84.0,87.0,86.0,84.0,80.0,84.0,83.0,82.0,81.0,81.0,81.0,81.0,82.0,82.0,80.0,61.0,58.0,54.0,53.0,62.0,67.0,63.0,59.0,,
Tajikistan,,,,,,,,,,,,,,,,,,,68.0,81.0,73.0,70.0,79.0,84.0,83.0,79.0,88.0,88.0,89.0,91.0,92.0,85.0,82.0,85.0,86.0,89.0,94.0,98.0,94.0,92.0,98.0,97.0,97.0,98.0,98.0,98.0,,
Tanzania,,,,,,,46.0,51.0,50.0,60.0,55.0,66.0,97.0,78.0,83.0,79.0,80.0,79.0,81.0,77.0,79.0,78.0,78.0,73.0,72.0,72.0,78.0,86.0,89.0,97.0,94.0,91.0,93.0,90.0,88.0,91.0,92.0,93.0,97.0,99.0,97.0,95.0,83.0,90.0,88.0,88.0,,
Thailand,,,,,,,,,,,5.0,26.0,45.0,52.0,63.0,66.0,80.0,79.0,74.0,80.0,86.0,91.0,92.0,93.0,96.0,96.0,94.0,94.0,94.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,96.0,96.0,,
Timor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,55.0,55.0,48.0,61.0,63.0,73.0,70.0,66.0,62.0,73.0,70.0,74.0,70.0,73.0,77.0,77.0,85.0,,
Togo,,,,,,,,,,,11.0,27.0,43.0,74.0,62.0,78.0,73.0,69.0,64.0,60.0,57.0,53.0,48.0,43.0,40.0,57.0,58.0,40.0,48.0,68.0,70.0,70.0,78.0,71.0,63.0,66.0,68.0,72.0,72.0,72.0,77.0,75.0,73.0,77.0,71.0,75.0,,
Tonga,,,,,,,,9.0,44.0,67.0,43.0,81.0,37.0,88.0,81.0,84.0,86.0,90.0,87.0,87.0,86.0,94.0,95.0,97.0,96.0,97.0,95.0,93.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,,
Trinidad and Tobago,,,,,,,,,,,10.0,32.0,42.0,68.0,72.0,59.0,70.0,93.0,83.0,87.0,86.0,84.0,88.0,88.0,90.0,88.0,90.0,91.0,87.0,88.0,95.0,93.0,89.0,91.0,91.0,94.0,92.0,92.0,85.0,91.0,96.0,89.0,86.0,93.0,90.0,99.0,,
Tunisia,,,,,,,,,43.0,42.0,55.0,65.0,67.0,81.0,87.0,93.0,93.0,94.0,94.0,92.0,91.0,91.0,92.0,92.0,94.0,90.0,95.0,92.0,94.0,90.0,95.0,96.0,98.0,98.0,98.0,98.0,97.0,94.0,93.0,95.0,94.0,94.0,90.0,91.0,89.0,95.0,,
Turkey,,,,,,,27.0,52.0,64.0,63.0,62.0,61.0,64.0,67.0,82.0,71.0,78.0,73.0,78.0,72.0,76.0,65.0,72.0,79.0,81.0,82.0,87.0,91.0,83.0,75.0,81.0,91.0,98.0,96.0,97.0,97.0,97.0,98.0,96.0,98.0,94.0,97.0,98.0,96.0,96.0,97.0,,
Turkmenistan,,,,,,,,,,,,,,,,,,,76.0,84.0,90.0,92.0,98.0,99.0,99.0,97.0,96.0,98.0,88.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Tuvalu,,,,,,,,,,65.0,71.0,92.0,65.0,65.0,90.0,79.0,95.0,63.0,66.0,64.0,79.0,94.0,94.0,99.0,96.0,94.0,81.0,99.0,99.0,95.0,97.0,62.0,84.0,95.0,93.0,90.0,85.0,98.0,98.0,96.0,94.0,94.0,96.0,95.0,88.0,96.0,,
Uganda,,,,,,,,22.0,21.0,20.0,18.0,17.0,27.0,38.0,49.0,51.0,52.0,54.0,56.0,57.0,59.0,57.0,55.0,54.0,50.0,55.0,57.0,59.0,62.0,64.0,66.0,68.0,75.0,75.0,70.0,77.0,73.0,75.0,80.0,83.0,85.0,79.0,79.0,83.0,86.0,87.0,,
Ukraine,,,,,,,,,,,,,,,,,,,90.0,94.0,96.0,97.0,92.0,97.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,98.0,97.0,94.0,75.0,56.0,67.0,79.0,79.0,56.0,56.0,42.0,86.0,91.0,93.0,,
United Arab Emirates,,,,,,,34.0,42.0,41.0,51.0,53.0,60.0,67.0,71.0,74.0,78.0,80.0,82.0,85.0,90.0,90.0,90.0,90.0,95.0,95.0,96.0,94.0,94.0,94.0,94.0,94.0,92.0,92.0,92.0,92.0,93.0,94.0,95.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,,
United Kingdom,,,,,,,53.0,55.0,58.0,60.0,63.0,68.0,71.0,76.0,80.0,84.0,87.0,90.0,92.0,91.0,91.0,92.0,92.0,91.0,87.0,88.0,88.0,85.0,85.0,82.0,81.0,82.0,85.0,86.0,86.0,86.0,89.0,90.0,92.0,93.0,93.0,93.0,92.0,92.0,92.0,91.0,,
United States,,,,,,,86.0,97.0,97.0,98.0,98.0,97.0,97.0,82.0,98.0,94.0,90.0,87.0,83.0,84.0,89.0,88.0,91.0,91.0,92.0,92.0,91.0,91.0,91.0,93.0,93.0,92.0,92.0,92.0,92.0,90.0,92.0,92.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,90.0,,
Uruguay,,,,,,,50.0,55.0,52.0,65.0,66.0,59.0,82.0,88.0,72.0,82.0,97.0,96.0,93.0,90.0,90.0,90.0,89.0,92.0,96.0,99.0,89.0,94.0,95.0,95.0,95.0,95.0,94.0,96.0,95.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,95.0,96.0,97.0,96.0,,
Uzbekistan,,,,,,,,,,,,,,,,,,,84.0,82.0,71.0,91.0,95.0,96.0,95.0,96.0,99.0,99.0,97.0,99.0,98.0,99.0,98.0,98.0,98.0,95.0,98.0,99.0,99.0,97.0,99.0,99.0,99.0,99.0,96.0,98.0,,
Vanuatu,,,,,,,,,20.0,23.0,18.0,26.0,22.0,34.0,46.0,50.0,66.0,63.0,66.0,74.0,53.0,60.0,61.0,65.0,64.0,62.0,61.0,59.0,58.0,56.0,55.0,53.0,52.0,56.0,61.0,65.0,70.0,75.0,79.0,84.0,90.0,76.0,84.0,80.0,75.0,80.0,,
Venezuela,,,,,,,50.0,43.0,45.0,42.0,41.0,56.0,48.0,54.0,51.0,50.0,61.0,63.0,61.0,62.0,94.0,47.0,64.0,68.0,92.0,84.0,84.0,98.0,83.0,83.0,80.0,76.0,82.0,87.0,93.0,87.0,79.0,86.0,87.0,85.0,89.0,92.0,88.0,96.0,74.0,93.0,,
Vietnam,,,,,,,,,1.0,3.0,4.0,19.0,39.0,36.0,56.0,76.0,88.0,88.0,90.0,93.0,96.0,95.0,96.0,96.0,96.0,94.0,97.0,98.0,96.0,93.0,97.0,95.0,93.0,83.0,92.0,97.0,98.0,96.0,96.0,98.0,97.0,97.0,99.0,97.0,97.0,95.0,,
World,,,,,,,16.0,19.0,20.0,37.0,41.0,47.0,47.0,54.0,63.0,68.0,73.0,69.0,69.0,70.0,71.0,73.0,73.0,71.0,71.0,71.0,72.0,73.0,72.0,74.0,76.0,77.0,79.0,80.0,81.0,83.0,84.0,85.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,,
Yemen,,,,,,,2.0,4.0,4.0,6.0,8.0,13.0,15.0,22.0,34.0,48.0,69.0,53.0,46.0,51.0,31.0,40.0,43.0,41.0,66.0,74.0,70.0,72.0,62.0,64.0,74.0,73.0,65.0,71.0,69.0,65.0,68.0,66.0,63.0,70.0,67.0,67.0,70.0,65.0,64.0,67.0,,
Zambia,,,,,,,,,,56.0,57.0,58.0,58.0,80.0,80.0,80.0,90.0,80.0,85.0,91.0,96.0,86.0,86.0,86.0,86.0,85.0,85.0,84.0,84.0,84.0,85.0,85.0,85.0,93.0,87.0,90.0,96.0,83.0,82.0,80.0,85.0,90.0,93.0,96.0,94.0,93.0,,
Zimbabwe,,,,,,,,56.0,58.0,60.0,62.0,78.0,83.0,88.0,88.0,87.0,87.0,87.0,86.0,86.0,87.0,87.0,88.0,84.0,79.0,77.0,75.0,73.0,70.0,68.0,66.0,67.0,68.0,69.0,70.0,76.0,90.0,92.0,97.0,93.0,92.0,86.0,95.0,90.0,88.0,85.0,,
